"location_name","year","gdp_pc","pct_change_gni"
"Eastern Africa",2078,3137.13946194475,1.68475741014384
"Eastern Africa",2079,3198.59665909785,1.68552327223977
"Eastern Africa",2080,3261.28629988178,1.68632954776755
"Eastern Africa",2081,3325.23517722155,1.68711961628956
"Eastern Africa",2082,3390.4685434572,1.68787913066223
"Eastern Africa",2083,3457.0115794766,1.6885894963909
"Eastern Africa",2084,3524.88917763946,1.68929833403441
"Eastern Africa",2085,3594.12858944693,1.68996821283037
"Eastern Africa",2086,3664.75606699333,1.69065446593007
"Eastern Africa",2087,3736.80067410038,1.69135120540704
"Eastern Africa",2088,3810.29186392021,1.69198655344246
"Eastern Africa",2089,3885.25654529747,1.69268354726975
"Eastern Africa",2090,3961.72758984569,NA
"Egypt",2019,3020.03134971543,-1.75526
"Egypt",2020,2958.39250986774,-0.157379999999993
"Egypt",2021,2952.97865157468,2.89420715556816
"Egypt",2022,3052.35692998895,2.89420715556814
"Egypt",2023,3155.07964240898,2.89420715556814
"Egypt",2024,3261.25934098395,2.89420715556813
"Egypt",2025,3371.01236564487,1.73731524230096
"Egypt",2026,3439.11133267766,1.73731524230096
"Egypt",2027,3508.58599009894,1.73731524230112
"Egypt",2028,3579.46412869805,1.73731524230096
"Egypt",2029,3651.77410067545,1.73731524230096
"Egypt",2030,3725.5448309841,1.73731524230097
"Egypt",2031,3800.80582889973,1.73731524230112
"Egypt",2032,3877.58719982501,1.73731524230096
"Egypt",2033,3955.91965733207,1.73731524230096
"Egypt",2034,4035.83453544836,1.73731524230096
"Egypt",2035,4117.36380119068,1.73731524230111
"Egypt",2036,4200.54006735239,1.73731524230096
"Egypt",2037,4285.39660554899,1.73731524230097
"Egypt",2038,4371.96735952718,1.73731524230096
"Egypt",2039,4460.28695874287,1.73731524230111
"Egypt",2040,4550.39073221334,1.73731524230097
"Egypt",2041,4642.31472264938,1.73731524230096
"Egypt",2042,4736.09570087283,1.73731524230096
"Egypt",2043,4831.77118052542,1.73731524230112
"Egypt",2044,4929.3794330747,1.73731524230097
"Egypt",2045,5028.95950312314,1.73731524230096
"Egypt",2046,5130.55122402651,1.73731524230096
"Egypt",2047,5234.19523382776,1.73731524230112
"Egypt",2048,5339.93299151274,1.73731524230095
"Egypt",2049,5447.80679359438,1.73731524230097
"Egypt",2050,5557.85979103185,1.73731524230096
"Egypt",2051,5670.13600649152,1.73731524230096
"Egypt",2052,5784.6803519566,1.73731524230111
"Egypt",2053,5901.53864669258,1.73731524230096
"Egypt",2054,6020.75763557545,1.73731524230096
"Egypt",2055,6142.38500779039,1.73731524230096
"Egypt",2056,6266.46941590801,1.73731524230112
"Egypt",2057,6393.06049534604,1.73731524230096
"Egypt",2058,6522.20888422415,1.73731524230096
"Egypt",2059,6653.96624361988,1.73731524230096
"Egypt",2060,6788.3852782338,1.73731524230112
"Egypt",2061,6925.51975747204,1.73731524230096
"Egypt",2062,7065.42453695474,1.73731524230096
"Egypt",2063,7208.15558045914,1.73731524230097
"Egypt",2064,7353.76998230575,1.73731524230112
"Egypt",2065,7502.32599019687,1.73731524230096
"Egypt",2066,7653.8830285164,1.73731524230097
"Egypt",2067,7808.50172210047,1.73731524230096
"Egypt",2068,7966.24392048813,1.73731524230111
"Egypt",2069,8127.172722662,1.73731524230097
"Egypt",2070,8291.35250228867,1.73731524230095
"Egypt",2071,8458.84893346909,1.73731524230097
"Egypt",2072,8629.72901700905,1.73731524230111
"Egypt",2073,8804.06110722043,1.73731524230097
"Egypt",2074,8981.91493926372,1.73731524230096
"Egypt",2075,9163.36165704318,1.73731524230097
"Egypt",2076,9348.47384166524,1.73731524230096
"Egypt",2077,9537.32554047195,1.7373152423011
"Egypt",2078,9729.9922966609,1.73731524230098
"Egypt",2079,9926.55117950346,1.73731524230096
"Egypt",2080,10127.0808151736,1.73731524230112
"Egypt",2081,10331.6614181994,1.73731524230095
"Egypt",2082,10540.3748235497,1.73731524230096
"Egypt",2083,10753.3045193697,1.73731524230097
"Egypt",2084,10970.5356803767,1.73731524230095
"Egypt",2085,11192.1552019317,1.73731524230111
"Egypt",2086,11418.2517347981,1.73731524230097
"Egypt",2087,11648.9157206039,1.73731524230096
"Egypt",2088,11884.2394280188,1.73731524230096
"Egypt",2089,12124.3169896636,1.73731524230112
"Egypt",2090,12369.244439764,NA
"Equatorial Guinea",2019,8131.92388810912,-8.8537
"Equatorial Guinea",2020,7294.74232382828,-1.45254
"Equatorial Guinea",2021,7171.53412597882,-6.30783246208915
"Equatorial Guinea",2022,6645.52440780639,-6.30783246208909
"Equatorial Guinea",2023,6158.09586609515,-6.30783246208924
"Equatorial Guinea",2024,5706.41869157407,-6.30783246208909
"Equatorial Guinea",2025,5287.87063267892,1.73731524230096
"Equatorial Guinea",2026,5394.69270534716,1.73731524230095
"Equatorial Guinea",2027,5503.67272702774,1.73731524230112
"Equatorial Guinea",2028,5614.85429118242,1.73731524230097
"Equatorial Guinea",2029,5728.28187191928,1.73731524230096
"Equatorial Guinea",2030,5844.00084178302,1.73731524230095
"Equatorial Guinea",2031,5962.05748990452,1.73731524230112
"Equatorial Guinea",2032,6082.49904051716,1.73731524230097
"Equatorial Guinea",2033,6205.37367184706,1.73731524230096
"Equatorial Guinea",2034,6330.73053538512,1.73731524230096
"Equatorial Guinea",2035,6458.61977554819,1.73731524230112
"Equatorial Guinea",2036,6589.09254973758,1.73731524230097
"Equatorial Guinea",2037,6722.20104880259,1.73731524230095
"Equatorial Guinea",2038,6857.99851791766,1.73731524230096
"Equatorial Guinea",2039,6996.5392778811,1.73731524230112
"Equatorial Guinea",2040,7137.87874684414,1.73731524230096
"Equatorial Guinea",2041,7282.07346247889,1.73731524230097
"Equatorial Guinea",2042,7429.18110459424,1.73731524230096
"Equatorial Guinea",2043,7579.26051820849,1.73731524230112
"Equatorial Guinea",2044,7732.3717370882,1.73731524230096
"Equatorial Guinea",2045,7888.57600776239,1.73731524230097
"Equatorial Guinea",2046,8047.9358140221,1.73731524230095
"Equatorial Guinea",2047,8210.51490191466,1.73731524230113
"Equatorial Guinea",2048,8376.378305243,1.73731524230095
"Equatorial Guinea",2049,8545.59237157995,1.73731524230098
"Equatorial Guinea",2050,8718.22478880829,1.73731524230095
"Equatorial Guinea",2051,8894.34461219669,1.73731524230112
"Equatorial Guinea",2052,9074.02229202283,1.73731524230096
"Equatorial Guinea",2053,9257.32970175434,1.73731524230096
"Equatorial Guinea",2054,9444.34016679926,1.73731524230096
"Equatorial Guinea",2055,9635.12849383712,1.73731524230097
"Equatorial Guinea",2056,9829.7710007426,1.73731524230112
"Equatorial Guinea",2057,10028.3455471138,1.73731524230095
"Equatorial Guinea",2058,10230.9315654168,1.73731524230097
"Equatorial Guinea",2059,10437.6100927603,1.73731524230095
"Equatorial Guinea",2060,10648.4638033108,1.73731524230112
"Equatorial Guinea",2061,10863.5770413641,1.73731524230097
"Equatorial Guinea",2062,11083.0358550835,1.73731524230096
"Equatorial Guinea",2063,11306.9280309208,1.73731524230096
"Equatorial Guinea",2064,11535.3431287315,1.73731524230113
"Equatorial Guinea",2065,11768.3725176003,1.73731524230096
"Equatorial Guinea",2066,12006.1094123899,1.73731524230096
"Equatorial Guinea",2067,12248.648911028,1.73731524230096
"Equatorial Guinea",2068,12496.088032548,1.73731524230112
"Equatorial Guinea",2069,12748.5257558978,1.73731524230097
"Equatorial Guinea",2070,13006.0630595326,1.73731524230095
"Equatorial Guinea",2071,13268.8029618076,1.73731524230097
"Equatorial Guinea",2072,13536.8505621871,1.73731524230096
"Equatorial Guinea",2073,13810.3130832852,1.73731524230111
"Equatorial Guinea",2074,14089.2999137566,1.73731524230097
"Equatorial Guinea",2075,14373.9226520534,1.73731524230096
"Equatorial Guinea",2076,14664.2951510658,1.73731524230112
"Equatorial Guinea",2077,14960.5335636652,1.73731524230097
"Equatorial Guinea",2078,15262.7563891665,1.73731524230096
"Equatorial Guinea",2079,15571.0845207295,1.73731524230096
