"Data Source","World Development Indicators",

"Last Updated Date","2020-09-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Dominica","DMA","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11051.7754569074","","",
"Denmark","DNK","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38021.6047081653","38391.6861806165","39101.0287129765","39166.3185781352","41167.5777961512","42379.0436875118","43293.1322467372","44585.4641175432","45582.1938650571","46939.0041461914","47957.5531870332","48558.6274292848","48737.0810995098","48959.383418126","50631.5576276129","52016.1581377777","54082.965109667","53962.6194919209","53693.045798919","50728.2026038146","51778.1249106597","52486.3231879124","52486.6260676803","53226.5322720474","54071.1843776997","54651.3682403314","55649.1430870031","56234.8407568118","57552.5559784054","",
"Dominican Republic","DOM","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5940.15921310066","5857.04448868701","6452.96140597226","6691.85546884009","6789.48861701952","7049.15958443231","7396.25186992714","7919.95054717492","8307.2993345813","8646.80965177451","8925.51222116164","9011.50469726654","9286.2852206378","8811.20454560873","8751.61879549686","9752.02094289845","10549.2651441819","11176.4761285742","11558.3570539517","11519.7865328184","12329.7173200574","12531.4478129966","12708.9817588116","13068.9773428681","13815.7155978089","14696.5440121204","15464.1779401361","15941.6818911597","16926.8604824091","17591.0652183589",
"Algeria","DZA","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8327.78151910114","7844.18414431788","7913.15956911143","7669.55354364019","7398.85685690948","7446.27794285247","7584.64861286657","7609.71178538355","7946.20251043071","8025.45828887172","8110.32772409506","8468.98889777133","8733.77849773265","9252.8114959647","9450.64538478078","9692.09197530442","9815.57384494483","10385.1194300572","10574.4670193477","10539.196930011","10823.6377087308","10793.0683937858","10797.5256372948","10828.3662417272","11006.2370288268","11150.7312532085","11553.6410222569","11371.7015710862","","",
"East Asia & Pacific (excluding high income)","EAP","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2812.97120120915","3029.59022725752","3213.5333010711","3317.70194232805","3512.68662822397","3753.67585698278","3970.50882027736","4266.37342852315","4626.788969438","5026.54712100237","5450.3413112645","6037.90013109469","6766.46340405514","7304.42602852144","7747.60983733687","8458.5238143122","9059.91071987242","9693.60729298345","10252.3030389898","10935.1650116834","11522.4561957455","12173.3969960503","12896.6266219274","13601.5713221222","",
"Early-demographic dividend","EAR","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4423.37069960032","4482.3671088373","4586.51117709686","4670.29602960415","4732.17578373264","4772.40431185044","4959.02285629113","5114.9629892612","5247.7411989319","5313.11958660357","5425.43988337337","5399.87872281723","5423.20872894322","5647.38237710326","5894.37030567619","6143.59541391822","6457.03888624636","6744.99480052279","6862.25908937003","6845.51903631599","7173.18124345855","7469.07865904028","7648.13594480677","7893.266237249","8164.30261764188","8472.81583321244","8777.07070363309","9099.75000706846","9370.4027364406","9548.05243219134",
"East Asia & Pacific","EAS","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6127.65514789728","6423.83944962737","6644.30532429955","6653.10335032541","6880.76840043173","7225.35468853886","7422.46164555958","7728.76799142289","8106.99140647755","8574.57886543023","9023.05816241216","9642.85361675496","10396.2491658375","10832.7793893015","11042.2192481983","11870.6731447148","12460.7087683697","13095.5173273035","13692.3172974403","14366.1279662476","14941.379733331","15561.5463924076","16309.0705264102","16984.6351739699","",
"Europe & Central Asia (excluding high income)","ECA","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15466.8263409327","14725.7760462964","12995.2886367153","12062.8043338772","10603.477372588","10287.7299444843","10110.8110432815","10290.5955470292","9962.04935920059","10172.6509712529","11064.9660604084","11482.7254192497","12101.0099916956","12867.0156962068","14004.5376810863","14891.2050317857","15947.2320990831","17152.6720884524","17671.7512001345","16378.9177140719","17137.6827171664","18005.0425630693","18577.4796915602","19090.982851828","19305.5225833834","19313.3761398022","19416.0577386018","20004.7853689297","20450.1887008301","20611.0455039674",
"Europe & Central Asia","ECS","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23581.6168730945","23508.3156792228","22870.4309973678","22388.7755086782","22147.992797582","22441.9750176896","22737.6045991715","23326.5798692057","23725.0101695536","24387.2096246037","25515.2177250981","26120.5510598435","26588.4900689432","27138.3813200067","28168.9883887896","28983.9713650081","30148.4407366196","31217.6937049501","31433.5655259515","29898.5288856438","30640.2449722387","31418.5150096706","31479.9729547308","31657.5644882578","32042.9677788795","32440.1630505433","32915.6203967138","33823.0637729443","34484.7212463043","",
"Ecuador","ECU","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7642.56266293488","7900.16526079783","7992.61687913535","8054.38765685425","8244.36339944863","8277.37552046175","8216.91222917802","8426.61873933297","8489.5259525216","7743.15542986708","7662.7050984622","7967.02178320175","8191.20425057996","8250.34970243076","8747.66551883107","9107.97375435344","9385.6851123972","9427.37893055855","10014.6283103528","9945.3809546341","10186.8113009247","10807.505280325","11263.4085637915","11647.3941332652","11892.2451626769","11692.8854615123","11345.7432428764","11359.6815844761","11256.0748972394","11043.9825469286",
"Egypt, Arab Rep.","EGY","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5930.18190048207","6057.70716805085","6186.81799313417","6234.45221721422","6348.93005837513","6520.38298604493","6716.14107558189","6943.98831071304","7210.00188631533","7464.90940390905","7781.3499076607","7916.14310710352","7966.75752479671","8052.96571528696","8236.24299131211","8372.65179381273","8859.14527154796","9360.09185358333","9845.39705379524","10039.0361826602","10135.8982212266","10157.1741919867","10044.7776281308","10050.757595638","10099.320941077","10382.8337623084","10645.5878528953","10799.5824289783","11079.2528929273","",
"Euro area","EMU","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32933.7817967589","33610.2261596006","33888.0049629618","33542.1814008671","34109.5202654809","34899.4823933767","35466.7706019492","36350.1615450273","37285.3815676081","38345.7768357675","39669.7050849525","40301.8938301802","40380.3462616524","40500.7326760604","41409.2696688669","41900.0209784304","43206.6570147275","44150.2297810617","43937.9098625244","42080.0272178982","42877.2045433123","43720.2402739585","43280.1096492192","43034.8531871399","43422.6774559755","44054.2675736457","44880.6070214186","45990.8489542906","46823.1175587612","",
"Eritrea","ERI","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27327.4456023248","27938.1405344342","28001.9262173596","27721.2255037117","27770.4412211984","28931.7448811979","29484.4725123774","30457.4729600664","31639.1918371709","32940.0530398991","34582.8463651911","35456.5169031298","36000.307200007","36522.1228369062","36976.9356693901","37514.5519369783","38216.929652281","38626.5091809439","38229.0131827235","36776.0354523778","36843.8253227784","36305.4485718625","35554.1493286257","35204.5598874204","35907.7563750272","37442.4936043438","38648.9145926668","39566.3725523066","40418.8999723115","",
"Estonia","EST","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17241.9311591232","18249.4379998478","19620.1198739169","21069.223765","22704.023387076","25226.4496681475","27488.7390417917","29185.2593244637","28190.6905036577","24687.5081068341","24830.1343556185","26825.4551190193","28030.1999000661","28995.7620688034","29802.8669393865","30528.7946794487","31298.9215001469","33018.314344498","34643.3437012131","",
"Ethiopia","ETH","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1358.03326421538","1434.2456195462","1541.76261054538","1652.12629593204","1771.94787063097","1888.60752261666","2009.55589504922","2093.51746484527","2206.53437775399",
"European Union","EUU","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28610.6245603665","29050.6100168949","29238.933892466","28968.0109673914","29536.5637595441","30271.9097520973","30868.3060581209","31629.3407025212","32483.3857095938","33430.8131707427","34667.8419336199","35325.1625128792","35574.1391273592","35821.3767814544","36755.0799404267","37420.6324147748","38754.5138699285","39761.6810557532","39887.5645512858","38296.3718740882","39048.1951788","39868.7953235684","39600.3856975971","39537.6379650823","40032.9249383927","40765.9636523011","41608.3020574385","42797.1599105523","43755.0066419394","",
"Fragile and conflict affected situations","FCS","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32063.153209431","29766.8915979398","28320.8825927383","27827.9122483886","29136.8853636476","30507.1615657889","31766.3848264967","33956.5564171423","35540.0107186723","37390.834573565","39633.1379118622","40827.1542055531","41571.2284846459","41911.804217819","44041.8449383656","44977.3732212838","46837.0098584494","48807.239069207","48899.6664186432","45214.781062847","46462.7225924078","47002.2774118403","46162.9932115541","45511.8147158921","45422.0770220257","45516.0975084119","46395.6299793891","47490.9097979182","48360.1983970651","48511.3977993724",
"Fiji","FJI","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12610.8098016618","","",
"France","FRA","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33980.9136171155","34117.8262197782","34535.7448370148","34202.2282311656","34823.7939550294","35432.3001668421","35989.4393618994","36832.2174274033","38047.7181938895","39414.7629195527","40512.0303503547","41105.8257021524","40966.3380817882","41127.0880358532","42002.9903015845","42514.6551109025","43371.3888491999","44145.8005819987","44091.8580940261","42661.9659557702","43281.7749364482","44155.5750538027","43879.6709814174","43931.9629789307","44115.2221659657","44453.7502358444","44805.8528280409","45850.9301580929","46536.6862492364","",
"Faroe Islands","FRO","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3973.83643546011","","",
"Gabon","GAB","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16794.4302712709","17388.1167531594","16031.6851457827","16052.2758246332","16578.4055946812","16744.4426092378","16869.0304162512","17266.6908761398","18100.4838420925","15750.9753211563","13981.6412011254","14760.9694526356","14908.6099228702","14627.8169006403","13484.8416152325","14164.2091095952","12681.8660934097","12759.0304124835","11743.5753910084","12313.0051094475","12104.8587390195","11978.0529846035","13010.5457939816","13456.8964200747","14658.8831964689","14164.7819404374","14167.5363690246","14058.1201530417","","",
"United Kingdom","GBR","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30456.1356909429","30046.2695192797","30163.2841324636","30811.1815427129","32018.6969589293","32670.7791914572","33417.9255370999","34662.4665642672","36004.4757283323","36877.4613730741","38271.2579707372","39390.5119374671","40361.7064499253","41489.8992523671","42137.9568080895","43311.2005446289","43652.0225546964","44116.396241292","43454.2079471039","41366.7694869335","42182.8297420619","42635.2687218013","42361.9111321269","42547.3325216325","43329.5509761774","43885.1697913845","44334.7320560826","45426.7390143376","45686.3880766263","",
"Georgia","GEO","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9581.9685011465","10268.1851282422","11196.5460522081","11544.500886341","12111.9555283701","12334.6431746412","12382.3863559435","12923.9815273272","13701.1208760553","",
"Ghana","GHA","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3189.64171788321","3244.76960584994","3457.35659074701","3536.3954510601","3676.08575274142","4031.22767469813","4208.46018843433","4553.94173009309","4526.32518026902","4614.12543893656","4638.14917284874","4863.97503028016","","",
"Gibraltar","GIB","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1762.61723381344","1841.20738674129","1868.40009916112","1786.34859679579","1852.1269362002","1897.08298153254","1971.72788548432","1935.36503204194","1995.45309793567","2055.5139998607","2228.15320561865","2408.65797175226","2346.62546646002","2405.18149692222",
"Gambia, The","GMB","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2297.78159379272","2174.03318263679","2091.30508528476","2097.37966072249","2172.65489140705","2243.38539879019","2306.61436098716","2045.52340521321","2091.73823165205","2085.50890500791","1990.9423464543","2009.30774977045","1998.65196370513","2033.67715592582","2105.90708363666","2167.88347249082",
"Guinea-Bissau","GNB","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1667.73697586353","1652.03584978143","1631.6835033631","1601.83658081237","1614.03257806198","1644.34755042844","1659.45899773472","1679.53827405853","1672.09885003678","1692.40338031749","1738.97601280242","1850.40980562318","1769.70454595683","1736.28585705146","1803.18555975964","1847.65631524367","1916.35449454091","1929.16684635154","1945.23215371817","1996.04292654473",
"Equatorial Guinea","GNQ","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19244.7705188982","24395.0755383572","27401.7978798957","26794.7394659909","26908.1044655031","19742.2216996066","20366.3656468744","21808.4841973478","21134.3105847268","20703.9493210021","21324.3193319811","19423.1518618796","16604.3593058333","14896.7658024981","13944.1322313152",
"Greece","GRC","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24920.5201968358","25479.4652235396","25527.3086015473","24910.7271500144","25301.1024141031","25712.5752324175","26247.3619458088","27308.0944494519","28182.5781376999","28606.361619002","29472.4810985362","30614.3746166924","31600.9851752566","33123.8594307793","34682.2343800379","34541.660595757","36145.289705875","36963.5313113752","36595.4716160472","35193.8673464495","33281.8017080271","30083.6745214323","28994.4240766984","28044.26493461","28664.01821583","28576.2524452362","28602.2271978579","29145.5579487256","29555.1694264078","",
"Grenada","GRD","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14711.9213439498","","",
"Greenland","GRL","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5417.32237876366","5549.67411968069","5653.60045473365","5745.49597056685","5832.07807666988","5966.51076249684","5973.64225959426","6095.80983437275","6276.56023317765","6354.14303136673","6428.19521772717","6466.03739846329","6490.48398562809","6517.64135969873","6564.95252372076","6635.84062382063","6820.47623810848","7092.92777574851","7210.98347873646","7080.51870955589","7142.76761400488","7267.49098965777","7423.03772916944","7557.40501582846","7734.52448740698","7932.28430886825","8028.56505767069","8143.01899111533","8274.18982501883","8494.08511085679",
"Guam","GUM","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7035.51222165047","7390.49638649096","7770.38206996494","8044.2971948763","8466.09051336111","8670.59538759664","8731.97795246259","8779.91849602134","9074.54415683732","",
"High income","HIC","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31797.5829763134","31984.1039513139","32476.7830440235","32671.4777839498","33468.9703413718","34192.2223584189","35036.2545592764","36018.9613616464","36758.4039844697","37850.7653292286","39188.925563046","39551.2994854014","39894.1702518339","40602.9348311961","41819.9304515426","42795.5973233363","43903.4818012399","44888.9305483375","44787.5992567375","43100.5699161302","44202.4816033971","44991.5731808567","45350.9563543126","45789.7035636208","46508.6276601283","47321.6751958446","47903.8105881","48878.8582714835","49775.6776896966","",
"Hong Kong SAR, China","HKG","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27931.0574096644","29102.2091152975","30592.6069684888","33407.2440682548","34501.2111197378","34870.2708692743","34133.8454142315","35879.3067372622","34235.8759005738","34784.7364672881","36632.6719415465","37157.7546650448","36952.1432168181","38936.5970580532","41767.7019545865","43927.693037858","47567.9855974488","50635.270636003","52722.7491974395","49923.4039621777","52435.0544916005","54905.052798051","54542.5200542208","56261.2522077224","57500.2597357196","58270.5606668695","59555.7353841112","62449.7377352967","63984.1697589163","62984.7655322403",
"Honduras","HND","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3769.08942590322","3517.12010229543","3602.45955586852","3808.9283432843","3702.06867648691","3812.47049647344","3778.10142839088","3891.10264970727","3933.02794701593","3824.67396759212","3970.23833765397","3960.801743499","3988.81739929674","4041.7423874775","4164.14839077695","4333.37986554221","4505.54453260524","4754.11620696039","4829.13067900273","4583.37653848673","4611.25322672363","4686.67241655145","4730.6518496277","4762.82071365827","4776.05992775475","4925.19638973888","5020.82768355726","5221.69787009347","5241.14398408748","5308.45259838597",
"Heavily indebted poor countries (HIPC)","HPC","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1537.45981044954","1523.13296688963","1502.46950579938","1469.93505589209","1494.21799081667","1542.68193816417","1573.0639704912","1605.14446883045","1599.04300566433","1597.18459004401","1614.88646305029","1635.2271783955","1673.94934160521","1704.72242082389","1741.86878893101","1786.92272498822","1862.53829847502","1914.10566880997","1935.35445528392","1956.37202522185","2041.54074256104","2091.68560730186","2151.71119797865","2228.39612693516","2298.59125998048","2350.87728954649","2403.83292546059","2423.93575644923","2469.25664154595",
"Croatia","HRV","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14814.7449002146","15865.9062101452","17059.6043847693","17319.6954489071","17023.828538582","17803.7329418898","19081.1069636169","20113.984367539","20897.6211062949","22105.6227923475","22876.867862897","23970.8362748988","25305.0663462721","25504.6619457476","23530.5801674523","23305.8993987159","23345.8244945795","22866.0260669713","23128.2923257079","23180.3536249253","24299.5108281019","24714.7055891372","26204.5179287875","27150.5917137868","28069.8483714647",
"Haiti","HTI","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2181.36240092164","2180.34579558317","2024.41336299034","1877.5466697837","1630.07698706177","1765.89623045538","1810.42820237963","1823.58654376411","1827.76609408065","1841.52326948734","1833.21219827888","1774.44732950782","1729.85793836726","1704.64279973565","1622.23837865666","1611.61427027952","1646.72465894014","1672.2292982705","1661.05943724267","1688.74267590891","1614.53966965968","1683.47184547963","1714.46435150492","1748.85615121116","1776.98387451264","1770.3282668154","1775.67492578454","1774.91567102366","1776.06843412443","1708.80904336267",
"Hungary","HUN","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15559.3822168113","16009.6756500491","16178.9588165273","16133.5848001158","16398.9417910401","17039.786955828","","","","","","21998.3824821905","22952.7025616383","24001.9839853662","23763.6513626718","24247.3600579884","23206.7703221042","23369.3125497281","23806.9139128797","23737.8420588587","24610.9389509191","25314.7292904898","26288.5618567627","27503.2278862711","28344.3074919983","29840.3409734142","",
"IBRD only","IBD","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5070.69233964632","5233.40312494238","5405.40157987557","5467.03054543833","5600.32200687317","5869.73404466601","6016.71481097916","6225.34413600363","6537.40160259173","6944.01173621468","7329.58074634298","7860.30303219299","8475.62306533308","8847.4320839416","8926.60195096946","9480.27776597954","9957.77228123618","10356.8583547413","10760.9838022055","11201.3801002769","11572.4276156204","11982.8036416115","12508.9751370868","12976.4099795634","",
"IDA & IBRD total","IBT","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4441.53927599057","4573.20118712335","4706.39349179505","4751.83906079872","4854.00521462202","5062.41523447293","5179.80535617771","5350.19654913381","5602.45739893533","5930.71565858758","6238.69453180426","6667.4160648474","7152.47606974241","7441.60809503405","7500.39177333746","7928.10525885839","8303.30185699749","8610.62569320449","8925.46576957006","9269.70840606328","9553.84185764145","9856.79641252957","10247.0068229737","10591.4381280909","",
"IDA total","IDA","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2133.39349687928","2111.7785035915","2130.79905699221","2079.13730917873","2058.14095729519","2088.43810096119","2132.34812155929","2141.79245697204","2162.46259513853","2179.47936077948","2184.31100443034","2239.90839845909","2321.57083934396","2406.48799119779","2505.43937748715","2592.74074723544","2726.57895367396","2820.6514837713","2896.18615534049","2960.76386902291","3039.28658183256","3128.83339756245","3215.20533372613","3325.89431340357","3453.0165577954","3555.29349009187","3615.91781657726","3686.69190129317","3765.94572726976","",
"IDA blend","IDB","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2990.96804128612","2949.90524667679","2989.03490331764","2873.41529834246","2854.03349155478","2880.69303358494","2923.99407511528","2903.23024957991","2907.43675357715","2918.82589384391","2895.7091301731","2980.40884760058","3137.44810608192","3273.40362549096","3444.15769042995","3562.53079055718","3775.15484599553","3855.09217785271","3926.34573030006","4024.8974264871","4142.7323871649","4237.21963193828","4326.63919383484","4460.1078275223","4637.62611780668","4735.25427803291","4737.29296850409","4753.3753065588","4811.02808899915","",
"Indonesia","IDN","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8058.51458552868","8430.613109234","8819.42603146579","9170.97460849742","9472.78244229643","9815.40453414899","10197.4853318515","10589.3298306833","11041.7702695073","11459.0969211849",
"IDA only","IDX","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1626.88551995979","1665.21790401167","1714.88310248591","1750.80418474678","1787.11945085779","1810.77311410694","1840.7608815084","1878.84941778892","1909.28538488893","1963.50092171991","2016.23715855052","2088.49903479757","2173.33731044667","2284.58674190781","2367.83188400768","2411.90344075455","2465.94145532887","2559.29662912508","2644.84237632271","2743.66723315335","2843.10884226387","2949.64799299802","3044.95857447839","3148.72210990647","3245.32718964994","3376.33190801833",
"Isle of Man","IMN","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1787.07141078842","1765.56301419969","1825.44577410025","1877.48996175794","1966.18582435532","2078.12086675195","2196.97689313739","2245.35312954732","2340.79298823946","2504.37144234206","2548.04843768894","2630.02518170951","2689.21076305876","2851.16398684852","3028.79675567961","3216.75235105568","3420.53303391434","3640.13355599398","3691.28512835529","3925.7879835841","4181.62717294933","4352.96332413166","4520.56847845992","4749.42240345527","5047.2308872716","5391.42670526918","5722.26529700401","6119.13053197294","6427.1798561443","6681.34690427478",
"Not classified","INX","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29468.7746775888","31577.7716530352","34178.8273523877","36512.5339714323","38910.8596744086","41963.3801024288","42576.3326554931","43572.5134270234","45393.0168628917","47847.5253301437","49610.6225403355","51356.365002731","51898.93402871","48612.057239945","44165.9017381881","44851.5200621242","43373.7309757491","42998.8158870317","45199.3342364608","48791.6137627384","54473.8416256478","59397.2979951234","62042.6945411434","65762.2050467929","",
